﻿频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,帧率,音频,ffprobe探测时间,fake_score,loop_score
[HD]1 plus 1 марафон,https://t.freetv.fun/live/1-plus-1-marafon-1.m3u8,,K+1 HD,Vietnam,Vietnam,https://epg.pw/media/img/logo/K1_1.png,Sports,1280x720,freetv-fun-all.txt,16,403,成功,h264,29.97002997002997,无音频,1.228,66,56
[BD]showtime extreme,https://t.freetv.fun/live/showtime-extreme.m3u8,,Showtime,United States,United States,https://epg.pw/media/images/channel/2025/01/30/large/20250130005547573438_56.png,Movies,1920x1080,freetv-fun-all.txt,22,403,成功,h264,29.97002997002997,有音频,1.457,8,8
[HD]fanduel sports network florida,https://t.freetv.fun/live/fanduel-sports-network-florida.m3u8,,Sports Network,Canada,Canada,https://epg.pw/media/images/channel/2017/01/05/large/20170105145517180728_73.png,Sports,1280x720,freetv-fun-all.txt,24,403,成功,h264,25.0,有音频,1.143,156,128
[HD]nhl network,https://t.freetv.fun/live/nhl-network.m3u8,,NHL Network,United States,United States,https://epg.pw/media/images/channel/2022/06/26/large/20220626164110274832_61.jpg,Sports,1280x720,freetv-fun-all.txt,31,403,成功,h264,59.94005994005994,有音频,0.877,8,8
[HD]lex tv,https://t.freetv.fun/live/lex-tv.m3u8,,Lindex TV,Algeria,Algeria,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821025454902386_25.png,Generic,1280x720,freetv-fun-all.txt,29,403,成功,h264,25.0,有音频,2.308,8,8
[HD]ช่อง sportsnet,https://t.freetv.fun/live/ch-ng-sportsnet.m3u8,,SportsNet One,Canada,Canada,https://epg.pw/media/images/channel/2023/09/10/large/20230910194953438917_10.png,Sports,1280x720,freetv-fun-all.txt,31,403,成功,h264,25.0,有音频,1.036,156,128
[HD]travelxp france,https://t.freetv.fun/live/travelxp-france.m3u8,,France 2,France,France,https://epg.pw/media/uploads/tmp_logo/2014/06/01/20140601220752317893_19.png,Generic,1280x720,freetv-fun-all.txt,24,403,成功,h264,29.97002997002997,有音频,1.178,8,8
[VGA]vip news,https://t.freetv.fun/live/vip-news.m3u8,,Shri News,India,India,https://epg.pw/media/uploads/tmp_logo/2015/06/20/20150620200044875591_94.jpg,News,640x360,freetv-fun-all.txt,18,403,成功,h264,25.0,有音频,2.646,9,9
[SD]hbo comedy,https://t.freetv.fun/live/hbo-comedy.m3u8,464953,HBO Comedy,United States,United States,https://epg.pw/media/images/channel/2023/08/16/large/20230816131830273878_85.png,Movies,960x540,freetv-fun-all.txt,26,403,成功,h264,29.97002997002997,有音频,1.321,8,8
[BD]russia today,https://t.freetv.fun/live/russia-today.m3u8,,RUSSIA TODAY: GLOBAL,Russia,Russia,https://epg.pw/media/img/logo/2013/10/30/d626799cf2e4bf98042678da1de2e284.png,Other,640x360,freetv-fun-all.txt,19,403,成功,h264,25.0,有音频,12.484,37,29
[HD]qvc,https://t.freetv.fun/live/qvc.m3u8,,QVC,Germany,Germany,https://epg.pw/media/images/channel/2022/05/06/large/20220506174951942025_45.png,Generic,640x360,freetv-fun-all.txt,24,403,成功,h264,30.0,有音频,0.841,9,9
[SD]leominster tv public (720p) [not 24/7],https://t.freetv.fun/live/leominster-tv-public-720p-not-24-7.m3u8,,PUBLIC TV,India,India,https://epg.pw/media/images/channel/2022/05/06/large/20220506175017403710_81.png,Generic,416x234,freetv-fun-all.txt,2400,403,成功,h264,29.97002997002997,有音频,4.548,17,13
[HD]tv peru internacional,https://t.freetv.fun/live/tv-peru-internacional.m3u8,,RTP Internacional,Portugal,Portugal,https://epg.pw/media/images/channel/2022/05/06/large/20220506173750013761_42.png,Generic,1280x720,freetv-fun-all.txt,30,403,成功,h264,20.0,有音频,0.900,9,9
[SD]the first tv (1080p),https://t.freetv.fun/live/the-first-tv-1080p.m3u8,,First TV,Tunisia,Tunisia,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821032327406197_44.png,Generic,1920x1080,freetv-fun-all.txt,290,403,成功,h264,29.97002997002997,有音频,1.670,8,8
[HD]mega tv chimbote,https://t.freetv.fun/live/mega-tv-chimbote.m3u8,,Mega TV Chile,Chile,Chile,https://epg.pw/media/,Generic,1280x720,freetv-fun-all.txt,21,403,成功,h264,25.0,有音频,2.225,8,8
[BD]istv,https://t.freetv.fun/live/istv.m3u8,,ISTV [Brazil],Brazil,Brazil,https://epg.pw/media/images/channel/2023/07/19/large/20230719183008642095_72.png,News,1920x1080,freetv-fun-all.txt,30,403,成功,h264,59.94005994005994,有音频,0.789,8,8
[SD]hbo zone,https://t.freetv.fun/live/hbo-zone.m3u8,,HBO Zone,United States,United States,https://epg.pw/media/images/channel/2024/04/11/large/20240411180058847905_35.png,Movies,1920x1080,freetv-fun-all.txt,24,403,成功,h264,59.94005994005994,有音频,1.095,8,8
[HD]fanduel sports network detroit,https://t.freetv.fun/live/fanduel-sports-network-detroit.m3u8,,Sports Network,Canada,Canada,https://epg.pw/media/images/channel/2017/01/05/large/20170105145517180728_73.png,Sports,1280x720,freetv-fun-all.txt,26,403,成功,h264,25.0,有音频,1.150,156,128
[BD]telepace 1,https://t.freetv.fun/live/telepace-1.m3u8,,Telepace,Italy,Italy,https://epg.pw/media/uploads/tmp_logo/2014/06/01/20140601224354623131_90.png,Other,1920x1080,freetv-fun-all.txt,24,403,成功,h264,25.0,有音频,1.454,8,8
[SD]hbo east *s,https://t.freetv.fun/live/hbo-east-s.m3u8,,HBO East,United States,United States,https://epg.pw/media/images/channel/2022/05/27/large/20220527020554404518_29.png,Movies,960x540,freetv-fun-all.txt,23,403,成功,h264,29.97002997002997,有音频,1.394,8,8
[HD]ช่อง sportsnet pacific,https://t.freetv.fun/live/ch-ng-sportsnet-pacific.m3u8,,SportsNet Pacific,Canada,Canada,https://epg.pw/media/images/channel/2023/09/10/large/20230910195234972796_16.png,Sports,1280x720,freetv-fun-all.txt,26,403,成功,h264,25.0,有音频,1.214,156,128
[HD]tv max,https://t.freetv.fun/live/tv-max.m3u8,,MAX,United States,United States,https://epg.pw/media/images/channel/2024/03/13/large/20240313151936372579_37.png,Generic,1280x720,freetv-fun-all.txt,17,403,成功,h264,29.97002997002997,有音频,1.074,8,8
[HD]travel xp,https://t.freetv.fun/live/travel-xp-3.m3u8,,TRAVEL,United States,United States,https://epg.pw/media/images/channel/2017/02/26/large/20170226212754000637_52.jpg,Other,1280x720,freetv-fun-all.txt,24,403,成功,h264,29.97002997002997,有音频,1.011,8,8
[HD]hallmark channel,https://t.freetv.fun/live/hallmark-channel.m3u8,,Hallmark Channel,United States,United States,https://epg.pw/media/images/channel/2024/03/26/large/20240326210433916848_24.png,Movies,1280x720,freetv-fun-all.txt,26,403,成功,h264,29.97002997002997,有音频,1.319,8,8
[SD]rts 2,https://t.freetv.fun/live/rts-2-2.m3u8,,RTS 2 Serbia,Serbia,Serbia,https://epg.pw/media/,Generic,720x576,freetv-fun-all.txt,19,403,成功,h264,25.0,有音频,0.981,36,28
[HD]phxtv,https://t.freetv.fun/live/phxtv-1.m3u8,,PX TV,Spain,Spain,https://epg.pw/media/images/channel/2022/05/06/large/20220506174713470939_64.png,Sports,1280x720,freetv-fun-all.txt,290,403,成功,h264,25.0,有音频,0.887,8,8
[BD]h1,https://t.freetv.fun/live/h1.m3u8,,H1,Germany,Germany,https://epg.pw/media/images/channel/2022/05/06/large/20220506174636823772_47.png,Generic,1920x1080,freetv-fun-all.txt,25,403,成功,h264,50.0,有音频,7.177,156,128
[BD]drama movies,https://t.freetv.fun/live/drama-movies.m3u8,,Sky Movies Drama & Romance HD UK,United Kingdom,United Kingdom,https://epg.pw/media/uploads/tmp_logo/2015/02/11/20150211202848047428_79.jpg,Movies,1920x1080,freetv-fun-all.txt,293,403,成功,h264,25.0,有音频,4.911,46,36
[BD]travel plus,https://t.freetv.fun/live/travel-plus.m3u8,,TRAVEL,United States,United States,https://epg.pw/media/images/channel/2017/02/26/large/20170226212754000637_52.jpg,Other,1920x1080,freetv-fun-all.txt,26,403,成功,hevc,29.97002997002997,有音频,0.599,36,28
[HD]ช่อง xy plus 1,https://t.freetv.fun/live/ch-ng-xy-plus-1.m3u8,,K+1 HD,Vietnam,Vietnam,https://epg.pw/media/img/logo/K1_1.png,Sports,1280x720,freetv-fun-all.txt,22,403,成功,h264,25.0,有音频,1.212,156,128
[HD]fanduel sports network ohio,https://t.freetv.fun/live/fanduel-sports-network-ohio.m3u8,,Sports Network,Canada,Canada,https://epg.pw/media/images/channel/2017/01/05/large/20170105145517180728_73.png,Sports,1280x720,freetv-fun-all.txt,17,403,成功,h264,25.0,有音频,0.959,156,128
[HD]mtv,https://t.freetv.fun/live/mtv-2.m3u8,,MTV HD(Korea),United States,United States,https://epg.pw/media/images/channel/2017/11/12/large/20171112002356623871_27.png,Music,1280x720,freetv-fun-all.txt,24,403,成功,h264,29.97002997002997,有音频,1.290,8,8
[SD]otv,https://t.freetv.fun/live/otv.m3u8,,OTV (LB),Lebanon,Lebanon,https://epg.pw/media/uploads/tmp_logo/2015/04/24/20150424231848703885_68.png,Entertainment,720x576,freetv-fun-all.txt,27,403,成功,h264,25.0,有音频,1.016,8,8
[HD]fanduel sports network sun,https://t.freetv.fun/live/fanduel-sports-network-sun.m3u8,,Sports Network,Canada,Canada,https://epg.pw/media/images/channel/2017/01/05/large/20170105145517180728_73.png,Sports,1280x720,freetv-fun-all.txt,21,403,成功,h264,25.0,有音频,1.147,156,128
[HD]one,https://t.freetv.fun/live/one.m3u8,,ONE (Malay),Korea,Korea,https://epg.pw/media/img/logo/1_240.jpg,Other,1280x720,freetv-fun-all.txt,17,403,成功,h264,25.0,有音频,1.153,8,8
[BD]1 plus 1 марафон,https://t.freetv.fun/live/1-plus-1-marafon-2.m3u8,,K+1 HD,Vietnam,Vietnam,https://epg.pw/media/img/logo/K1_1.png,Sports,1920x1080,freetv-fun-all.txt,26,403,成功,h264,50.0,有音频,2.422,156,128
[HD]motorvision.tv,https://t.freetv.fun/live/motorvision-tv.m3u8,,MOTORVISION HD,Thailand,Thailand,https://epg.pw/media/images/channel/2022/05/06/large/20220506174441707554_46.png,Sports,1280x720,freetv-fun-all.txt,291,403,成功,h264,25.0,有音频,2.672,76,60
[HD]fanduel sports network,https://t.freetv.fun/live/fanduel-sports-network.m3u8,,Sports Network,Canada,Canada,https://epg.pw/media/images/channel/2017/01/05/large/20170105145517180728_73.png,Sports,1280x720,freetv-fun-all.txt,19,403,成功,h264,59.94005994005994,有音频,2.221,16,12
[SD]tvt,https://t.freetv.fun/live/tvt.m3u8,,TVT Turkey,Türkiye,Türkiye,https://epg.pw/media/images/channel/2022/05/06/large/20220506174422468344_76.png,Entertainment,864x486,freetv-fun-all.txt,26,403,成功,h264,25.0,有音频,19.105,8,8
[HD]futura,https://t.freetv.fun/live/futura.m3u8,,Futurama,United States,United States,https://epg.pw/media/images/channel/2022/05/06/large/20220506174445395223_44.png,Kids,640x360,freetv-fun-all.txt,30,403,成功,h264,25.0,有音频,6.814,17,13
[HD]ช่อง red bull tv,https://t.freetv.fun/live/ch-ng-red-bull-tv-1.m3u8,,Red Bull TV,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2022/05/16/large/20220516155835221115_90.jpg,Sports,1280x720,freetv-fun-all.txt,25,403,成功,h264,25.0,有音频,1.236,156,128
[BD]cnews prime,https://t.freetv.fun/live/cnews-prime-1.m3u8,,Prime9 News,India,India,https://epg.pw/media/images/channel/2023/08/18/large/20230818092210687335_41.png,News,1920x1080,freetv-fun-all.txt,17,403,成功,h264,50.0,有音频,3.470,23,20
[BD]hbo,https://t.freetv.fun/live/hbo.m3u8,,HBO(TW),United States,United States,https://epg.pw/media/images/channel/2024/06/10/large/20240610185422140004_63.png,Movies,1920x1080,freetv-fun-all.txt,24,403,成功,h264,29.97002997002997,有音频,1.298,8,8
[HD]trt 1,https://t.freetv.fun/live/trt-1.m3u8,,TRT 1 HD,Türkiye,Türkiye,https://epg.pw/media/uploads/tmp_logo/2016/02/17/20160217232446180603_93.jpg,Generic,1280x720,freetv-fun-all.txt,24,403,成功,h264,25.0,有音频,0.728,8,8
[SD]showtime *s,https://t.freetv.fun/live/showtime-s.m3u8,,Showtime,United States,United States,https://epg.pw/media/images/channel/2025/01/30/large/20250130005547573438_56.png,Movies,960x540,freetv-fun-all.txt,16,403,成功,h264,29.97002997002997,有音频,1.376,8,8
[BD]ช่อง newsmax 2,https://t.freetv.fun/live/ch-ng-newsmax-2.m3u8,464863,Newsmax,United States,United States,https://epg.pw/media/images/channel/2021/01/21/large/20210121205319348415_63.png,News,462x240,freetv-fun-all.txt,25,403,成功,h264,29.97002997002997,有音频,2.353,17,13
[BD]tjk tv,https://t.freetv.fun/live/tjk-tv-1.m3u8,,TJK TV HD,Türkiye,Türkiye,https://epg.pw/media/uploads/tmp_logo/2017/03/04/20170304144713891441_74.jpg,Sports,640x360,freetv-fun-all.txt,20,403,成功,h264,25.0,有音频,9.796,9,9
[VGA]relax 5,https://t.freetv.fun/live/relax-5.m3u8,,Relax TV Czech Republic,Czech,Czech,https://epg.pw/media/,Generic,1920x1080,freetv-fun-all.txt,22,403,成功,h264,29.97002997002997,有音频,1.004,8,8
[VGA]tv4,https://t.freetv.fun/live/tv4-1.m3u8,,TV4 Film Sweden,Sweden,Sweden,https://epg.pw/media/,Movies,640x360,freetv-fun-all.txt,27,403,成功,h264,25.0,有音频,1.585,9,9
[HD]bek tv,https://t.freetv.fun/live/bek-tv.m3u8,,RBK TV,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523214811494393_30.jpg,Other,1280x720,freetv-fun-all.txt,18,403,成功,h264,29.97002997002997,有音频,0.910,8,8
[HD]lav-kino,https://t.freetv.fun/live/lav-kino.m3u8,6644,Kino TV,Croatia,Croatia,https://epg.pw/media/uploads/tmp_logo/2014/09/19/20140919015135923329_94.jpg,Movies,1280x720,freetv-fun-all.txt,19,403,成功,h264,25.0,有音频,0.793,8,8
[BD]hits *4g,https://t.freetv.fun/live/hits-4g.m3u8,,Hits(TW),Singapore,Singapore,https://epg.pw/media/images/channel/2024/06/11/large/20240611010918611570_10.jpg,Movies,1920x1080,freetv-fun-all.txt,26,403,成功,h264,30.0,有音频,13.736,8,8
[HD]hallmark movies more *s,https://t.freetv.fun/live/hallmark-movies-more-s.m3u8,,Hallmark Movies,United States,United States,https://epg.pw/media/images/channel/2023/10/10/large/20231010183832198739_23.png,Movies,1280x720,freetv-fun-all.txt,25,403,成功,h264,29.97002997002997,有音频,1.835,8,8
[BD]televida,https://t.freetv.fun/live/televida.m3u8,,Televida,Colombia,Colombia,https://epg.pw/media/images/channel/2022/05/06/large/20220506174800838084_73.png,Entertainment,1920x1080,freetv-fun-all.txt,19,403,成功,h264,29.97002997002997,有音频,0.682,8,8
[BD]history,https://t.freetv.fun/live/history.m3u8,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,1280x720,freetv-fun-all.txt,22,403,成功,h264,29.97002997002997,有音频,0.922,8,8
[HD]mdr fernsehen thuringen,https://t.freetv.fun/live/mdr-fernsehen-thuringen.m3u8,,MDR Fernsehen,Germany,Germany,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613201217441963_83.png,Generic,1280x720,freetv-fun-all.txt,335,403,成功,h264,50.0,有音频,1.657,8,8
[BD]TVB 翡翠台 *sg,https://t.freetv.fun/live/tvb-fei-cui-tai-sg.m3u8,,TVB華劇,Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2024/08/15/large/20240815025528255713_48.png,Movies,1920x1080,freetv-fun-all.txt,334,403,成功,h264,50.0,有音频,0.709,8,8
[BD]rtl tvi,https://t.freetv.fun/live/rtl-tvi.m3u8,,RTL TVI,Belgium,Belgium,https://epg.pw/media/uploads/tmp_logo/2015/07/01/20150701122606398337_65.jpg,Generic,1920x1080,freetv-fun-all.txt,18,403,成功,h264,25.0,有音频,6.229,8,8
[VGA]national geographic east,https://t.freetv.fun/live/national-geographic-east.m3u8,6303,National Geographic,Romania,Romania,https://epg.pw/media/images/channel/2022/05/06/large/20220506163824809340_39.png,Knowledge,640x360,freetv-fun-all.txt,16,403,成功,h264,59.94005994005994,有音频,2.886,9,9
[BD]RTHK32 *sg,https://t.freetv.fun/live/rthk32-sg.m3u8,,RTHK32,Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2023/07/19/large/20230719083827856598_33.png,News,1920x1080,freetv-fun-all.txt,18,403,成功,h264,25.0,有音频,17.808,8,8
[BD]lgtv,https://t.freetv.fun/live/lgtv.m3u8,,GTV (GHANA),Africa,Africa,https://epg.pw/media/uploads/tmp_logo/2015/10/19/20151019150514143371_66.jpg,Generic,1920x1080,freetv-fun-all.txt,25,403,成功,h264,29.97002997002997,有音频,2.900,8,8
[BD]ntk tv,https://t.freetv.fun/live/ntk-tv.m3u8,,NET TV,Kurdistan,Kurdistan,https://epg.pw/media/images/channel/2022/05/06/large/20220506173945800787_75.png,Other,1920x1080,freetv-fun-all.txt,29,403,成功,h264,50.0,有音频,2.459,8,8
[HD]starz west *s,https://t.freetv.fun/live/starz-west-s.m3u8,,Starz West,United States,United States,https://epg.pw/media/images/channel/2022/05/27/large/20220527020552744884_81.png,Movies,1280x720,freetv-fun-all.txt,18,403,成功,h264,29.97002997002997,有音频,1.801,26,20
[HD]ช่อง nbc sports network,https://t.freetv.fun/live/ch-ng-nbc-sports-network.m3u8,,Sports Network,Canada,Canada,https://epg.pw/media/images/channel/2017/01/05/large/20170105145517180728_73.png,Sports,1280x720,freetv-fun-all.txt,21,403,成功,h264,25.0,有音频,1.173,156,128
[HD]history hit,https://t.freetv.fun/live/history-hit-1.m3u8,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,1280x720,freetv-fun-all.txt,21,403,成功,h264,25.0,有音频,1.177,32,26
[HD]soap latino,https://t.freetv.fun/live/soap-latino.m3u8,,Son Latino,Colombia,Colombia,https://epg.pw/media/uploads/tmp_logo/2015/03/24/20150324100009652321_52.jpg,Entertainment,1280x720,freetv-fun-all.txt,20,403,成功,h264,29.97002997002997,有音频,1.562,8,8
[HD]hadi tv 2,https://t.freetv.fun/live/hadi-tv-2.m3u8,,TV 2,New Zealand,New Zealand,https://epg.pw/media/images/channel/2022/05/06/large/20220506163756123824_29.png,Other,1280x720,freetv-fun-all.txt,26,403,成功,h264,25.0,有音频,8.640,56,47
[BD]eko tv,https://t.freetv.fun/live/eko-tv-1.m3u8,,NEO TV,Pakistan,Pakistan,https://epg.pw/media/images/channel/2022/05/06/large/20220506174708907557_96.png,News,1920x1080,freetv-fun-all.txt,25,403,成功,h264,50.0,有音频,2.515,156,128
[HD]travel xp,https://t.freetv.fun/live/travel-xp.m3u8,,TRAVEL,United States,United States,https://epg.pw/media/images/channel/2017/02/26/large/20170226212754000637_52.jpg,Other,1280x720,freetv-fun-all.txt,20,403,成功,h264,29.97002997002997,有音频,1.420,8,8
[HD]sportsnet ontario,https://t.freetv.fun/live/sportsnet-ontario-1.m3u8,,Sportsnet Ontario,Canada,Canada,https://epg.pw/media/images/channel/2025/01/31/large/20250131031730760929_90.png,Sports,1280x720,freetv-fun-all.txt,26,403,成功,h264,25.0,有音频,1.249,156,128
[BD]welat tv,https://t.freetv.fun/live/welat-tv.m3u8,,Qellat TV,Kurdistan,Kurdistan,https://epg.pw/media/uploads/tmp_logo/2016/01/06/20160106003011896954_68.png,Entertainment,1920x1080,freetv-fun-all.txt,21,403,成功,h264,25.0,有音频,1.938,8,8
[HD]starz encore *s,https://t.freetv.fun/live/starz-encore-s.m3u8,,Starz Encore,United States,United States,https://epg.pw/media/images/channel/2023/02/14/large/20230214172751661171_74.png,Movies,1280x720,freetv-fun-all.txt,24,403,成功,h264,59.94005994005994,有音频,1.606,8,8
[VGA]minika çocuk,https://t.freetv.fun/live/minika-cocuk-1.m3u8,,MinikaÇOCUK,Türkiye,Türkiye,https://epg.pw/media/images/channel/2021/10/16/large/20211016152155254946_76.png,Kids,854x480,freetv-fun-all.txt,19,403,成功,h264,25.0,有音频,2.693,8,8
[BD]redetv,https://t.freetv.fun/live/redetv.m3u8,,Rede TV,Brazil,Brazil,https://epg.pw/media/uploads/tmp_logo/2014/09/09/20140909014859531100_61.jpg,Generic,1920x1080,freetv-fun-all.txt,25,403,成功,h264,25.0,有音频,3.132,8,8
[HD]life tv,https://t.freetv.fun/live/life-tv.m3u8,,Hard Life TV,Russia,Russia,https://epg.pw/media/images/channel/2022/05/06/large/20220506174200364717_15.png,Entertainment,1280x720,freetv-fun-all.txt,16,403,成功,h264,25.0,有音频,3.907,16,12
[BD]pbs history,https://t.freetv.fun/live/pbs-history.m3u8,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,1920x1080,freetv-fun-all.txt,24,403,成功,h264,29.97002997002997,有音频,1.996,8,8
