频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,当前动态级,历史动态级,phash重复指数,主phash值,phash唯一指数,phash有效样本数,主phash时间跨度(天),源动态分类
Crunchyroll,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65652f7fc0fc88000883537a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c282e28-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=95ddabd5-09c0-4680-9412-eea43c47a4da,,,,,,Undefined,426x240,iptv-org-all.txt,413,200,成功,h264,426x240,30.0,有音频,1.891,2.0,1.0,4.0,89b836a778470f78,37.0,57,0.0,动态源
Ein Engel auf Erden,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/622f487722d9d400075f74dd/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1d8ac3-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=afbd6aab-03f2-4c6e-8850-7a0f7f4a3a60,,,,,,Undefined,426x240,iptv-org-all.txt,56,200,成功,h264,426x240,30.0,有音频,1.564,2.0,1.0,2.0,e03b597152d595a5,39.0,57,0.0,动态源
Confess by Nosey,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/638e0f4832494900074481e7/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c79b864-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=e6f8b32d-be20-4c07-bbb3-1bcf10d89a57,,,,,,Undefined,426x240,iptv-org-all.txt,51,200,成功,h264,426x240,30.0,有音频,1.145,2.0,1.0,4.0,0000000000000000,39.0,57,0.0,动态源
Ecotel TV (720p),https://ecoteltv.streamseguro.com:5443/LiveApp/streams/streaming.m3u8,EcotelTV.ec@SD,,,,https://i.imgur.com/pVlZUSV.png,News,1920x1080,iptv-org-all.txt,1473,200,成功,h264,1920x1080,29.97002997002997,有音频,4.578,1.0,1.0,7.0,a58946f2694fb658,49.0,57,0.0,动态源
DEFA TV (720p),https://wdrmediagroup-defatv-1-eu.rakuten.wurl.tv/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,664,200,成功,h264,1280x720,29.97002997002997,有音频,1.063,6.0,7.0,2.0,8c1d79e127a65ee0,24.0,57,0.0,待观察
Divya Darshan TV (720p),http://live.divyadarshantv.com/hls/stream.m3u8,DivyaDarshanTV.np@SD,,,,https://i.imgur.com/EwDQ12F.png,Religious,1280x720,iptv-org-all.txt,3364,200,成功,h264,1280x720,24.0,有音频,6.434,1.0,0.0,1.0,d6e5959ae9082d35,23.0,24,0.0,动态源
Dance FM (720p),https://5eaccbab48461.streamlock.net:1936/dancefm_1/dancefm_1/playlist.m3u8,DanceFM.cl@SD,,,,https://i.postimg.cc/YCPr91Ky/dancefm.png,Music,1280x720,iptv-org-all.txt,1481,200,成功,h264,1280x720,24.0,有音频,5.058,1.0,0.0,1.0,c8611993b768567d,49.0,54,0.0,动态源
Espreso TV,https://dash4.antik.sk/live/test_espresso/playlist.m3u8,EspresoTV.ua@SD,,,,https://i.imgur.com/xNatV8K.png,News,1920x1080,iptv-org-all.txt,124,200,成功,h264,1920x1080,25.0,有音频,1.787,2.0,1.0,2.0,eee2c32eb1039c72,35.0,57,0.0,动态源
Crime Cults Killers (720p),https://live-manifest.production-public.tubi.io/live/0b476028-34aa-48e8-babe-5b7172babbb7/playlist.m3u8,,,,,,Undefined,,iptv-org-all.txt,175,200,成功,h264,,,有音频,2.579,2.0,0.0,1.0,cde2744c9999cd31,49.0,54,0.0,动态源
Dubai Racing (1080p),https://dmisdracta.cdn.mgmlcdn.com/events/smil:events.stream.smil/chunklist.m3u8,DubaiRacing.ae@SD,,,,https://i.imgur.com/CJ1dagP.png,Sports,1920x1080,iptv-org-all.txt,1307,200,成功,h264,1920x1080,25.0,有音频,5.348,2.0,0.0,1.0,b25ac8e1f324ee23,52.0,57,0.0,动态源
E! East,https://fl1.moveonjoy.com/E_ENTERTAINMENT_TELEVISION/index.m3u8,E.us@East,,,,https://i.imgur.com/TWFDkap.png,Entertainment,1280x720,iptv-org-all.txt,139,200,成功,h264,1280x720,59.94005994005994,有音频,2.965,2.0,0.0,1.0,999386cd6dcc486b,46.0,54,0.0,动态源
Degrassi,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/611e71322f5f180007001dde/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e063bd0-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=b13bbde4-6ce3-474b-9630-e27748ff481f,Degrassi.us@France,,,,https://i.imgur.com/vhSzfDC.png,Series,426x240,iptv-org-all.txt,42,200,成功,h264,426x240,30.0,有音频,3.242,2.0,1.0,2.0,c383323db8a425bf,41.0,57,0.0,动态源
Classic TV,https://clshls.wns.live/hls/stream.m3u8,ClassicTV.ir@SD,,,,https://i.postimg.cc/0NnRMtn9/classic-tv.jpg,Classic,1280x720,iptv-org-all.txt,589,200,成功,h264,1280x720,25.0,有音频,1.864,2.0,0.0,1.0,c1847cd916b127ee,39.0,57,0.0,动态源
Coral TV (480p),https://tv.mediacp.eu:8081/coraltv/index.m3u8,CoralTV.bo@SD,,,,https://i.ibb.co/xDrc5MD/CORALTv.png,General,1280x720,iptv-org-all.txt,1665,200,成功,h264,1280x720,29.97002997002997,有音频,2.494,1.0,0.0,2.0,fcfefc7a05030303,51.0,54,0.0,动态源
Ebony TV [Geo-blocked],https://amg00353-lionsgatestudios-amg00353c11-xumo-us-2108.playouts.now.amagi.tv/EbonyTV-pl/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,76,200,成功,h264,1920x1080,29.97002997002997,有音频,1.216,1.0,0.0,1.0,803fe6c837e01de6,52.0,57,0.0,动态源
Entuno TV [Not 24/7],https://vdopanel.jlahozconsulting.com:3460/hybrid/play.m3u8,EntunoTV.do@HD,,,,https://imgur.com/U9OsybQ.jpg,General,1920x1080,iptv-org-all.txt,1540,200,成功,h264,1920x1080,29.97002997002997,有音频,3.446,6.0,2.0,5.0,cefe78b826a32129,30.0,39,0.0,动态源
Diaspora 24 [Geo-blocked],https://vdo3.pro-fhi.net:3218/stream/play.m3u8,Diaspora24.sn@SD,,,,https://i.imgur.com/4devfx1.png,Undefined,1280x720,iptv-org-all.txt,947,200,成功,h264,1280x720,25.0,有音频,2.856,2.0,0.0,1.0,969b4d67709b6318,48.0,57,0.0,动态源
Ciudades Del Ocio TV (720p),https://cloudvideo.servers10.com:8081/8024/index.m3u8,CiudadesdelOcioTV.es@SD,,,,https://i.imgur.com/CTQgqsM.png,Entertainment,1280x720,iptv-org-all.txt,577,200,成功,h264,1280x720,50.0,有音频,3.139,1.0,3.0,8.0,a9a9a9a9a9565656,39.0,57,0.0,动态源
EET TV (1080p) [Not 24/7],https://live.streamjo.com/eetlive/eettv.m3u8,EETTV.in@SD,,,,https://i.imgur.com/rMldFW8.png,Entertainment,1280x720,iptv-org-all.txt,1350,200,成功,h264,1280x720,59.94005994005994,有音频,0.876,6.0,4.0,2.0,c149365733ff2a44,12.0,24,0.0,动态源
ColimdoT TV (720p),https://cnn.livestreaminggroup.info:3132/live/colimdotvlive.m3u8,ColimdoTV.do@SD,,,,https://i.imgur.com/ZeUgLCa.png,Sports,1280x720,iptv-org-all.txt,774,200,成功,h264,1280x720,30.0,有音频,0.788,6.0,6.0,2.0,d06d79b9140e5a6e,25.0,57,0.0,待观察
ConecTV Brasil (720p),https://stream01.msolutionbrasil.com.br/hls/conectv/live.m3u8,ConecTVBrasil.br@SD,,,,https://i.imgur.com/XN6jjMR.png,General,1280x720,iptv-org-all.txt,1425,200,成功,h264,1280x720,30.0,有音频,1.48,2.0,6.0,2.0,ce70b3709964c66d,25.0,57,0.0,动态源
DC Council Channel (1080p),https://video.oct.dc.gov/out/u/15_12.m3u8,DCC.us@SD,,,,https://i.imgur.com/YBWbiWZ.png,Legislative,1920x1080,iptv-org-all.txt,480,200,成功,h264,1920x1080,29.97002997002997,有音频,0.725,2.0,1.0,2.0,deb1e32e13e00df0,40.0,57,0.0,动态源
Channel 10 (720p),https://cdn3.wowza.com/5/cFh0V0QwUVc4SDl2/santa-paula/G0930_002/playlist.m3u8,Channel10.us@SD,,,,https://spcity.org/ImageRepository/Document?documentID=4246,Legislative,1280x720,iptv-org-all.txt,348,200,成功,h264,1280x720,25.0,有音频,0.996,6.0,7.0,2.0,b838d1f2e452bdd0,24.0,57,0.0,待观察
Chaos City,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60afbad343e3840007164348/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1cee86-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=ca3136b0-37bd-40d7-b812-6644e5be773f,ChaosCity.us@Austria,,,,https://i.imgur.com/1UZNdRH.png,Series,426x240,iptv-org-all.txt,40,200,成功,h264,426x240,30.0,有音频,3.159,2.0,1.0,4.0,cdc36763d91a303c,37.0,57,0.0,动态源
Enlace (720p),https://livecdn.enlace.plus/enlace/smil:enlace-hd.smil/playlist.m3u8,Enlace.cr@SD,,,,https://i.imgur.com/YwUVTmS.png,Religious,640x360,iptv-org-all.txt,364,200,成功,h264,640x360,30.0,有音频,0.884,6.0,3.0,2.0,ad21922dd3c47f34,34.0,57,0.0,动态源
CCX1 (1080p),http://reflect-ccx.cablecast.tv/live-9/live/stream-1/live.m3u8,CCX1.us@SD,,,,https://i.imgur.com/1hHW3IK.png,General,480x270,iptv-org-all.txt,458,200,成功,h264,480x270,30.0,有音频,2.146,6.0,9.0,2.0,c99c637236c99cc9,19.0,57,0.0,待观察
Channel Fight (1080p),https://d15wqvt0xm15k4.cloudfront.net/scheduler/scheduleMaster/266.m3u8,,,,,,Undefined,768x432,iptv-org-all.txt,536,200,成功,h264,768x432,29.97002997002997,有音频,2.318,2.0,3.0,4.0,8ca336a69d99e68c,26.0,57,0.0,动态源
DD Arun Prabha (360p),https://d2lk5u59tns74c.cloudfront.net/out/v1/308556d9fd1246adb479ef012a39bbfe/index.m3u8,DDArunPrabha.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DD_ARUNPRABHA/images/LOGO_HD/image.png,General,896x504,iptv-org-all.txt,1544,200,成功,h264,896x504,25.0,有音频,2.9,1.0,0.0,2.0,c4c439c367379a5c,51.0,57,0.0,动态源
El 33 Originals (1080p) [Not 24/7],https://directes-tv-int.3catdirectes.cat/live-content/c33-super3-hls/master.m3u8,El33.es@Originals,,,,https://i.imgur.com/frKCBTN.png,Culture;Public,1920x1080,iptv-org-all.txt,1344,200,成功,h264,1920x1080,25.0,有音频,7.509,1.0,0.0,1.0,9b9665cd65396438,47.0,48,0.0,动态源
Comedy Tadka,https://streams2.sofast.tv/WiseM3U8_27/sofast/cleanhls/master.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,692,200,成功,h264,1920x1080,25.0,有音频,9.27,2.0,0.0,1.0,95e2e69993db3c04,48.0,57,0.0,动态源
Espace TV (1080p),https://edge11.vedge.infomaniak.com/livecast/ik:espacetv/manifest.m3u8,EspaceTV.gn@SD,,,,https://i.imgur.com/R5tbzFI.png,News,720x576,iptv-org-all.txt,1998,200,成功,h264,720x576,25.0,有音频,2.986,1.0,0.0,1.0,a0adeaebed080d96,52.0,57,0.0,动态源
EBS+ 2 (400p),https://ebsonair.ebs.co.kr/plus2familypc/familypc1m/playlist.m3u8,EBSPlus2.kr@SD,,,,https://i.imgur.com/pllIMGi.png,Education,720x400,iptv-org-all.txt,695,200,成功,h264,720x400,29.97002997002997,有音频,5.047,2.0,1.0,7.0,f400000000000000,37.0,57,0.0,动态源
Channel 11 (Scottsdale AZ),https://cdn3.wowza.com/5/RXJNMFI3VlVkOEFP/scottsdale/G0040_007/chunklist.m3u8,ScottsdaleChannel11.us@SD,,,,https://i.imgur.com/lfE6Q9i.png,General,1280x720,iptv-org-all.txt,89,200,成功,h264,1280x720,25.0,有音频,0.259,6.0,8.0,2.0,c4b4b5a52aca1edc,22.0,57,0.0,待观察
DC.gov Council Hearing Room 120 (Washington DC) (1080p),https://video.oct.dc.gov/out/u/97_12.m3u8,DCCouncilHearingRoom120.us@SD,,,,https://i.imgur.com/8fljC7g.png,Legislative,1920x1080,iptv-org-all.txt,482,200,成功,h264,1920x1080,29.97002997002997,有音频,0.709,2.0,0.0,2.0,90cc4d5dc9692a3f,42.0,57,0.0,动态源
CNC Tuluá (720p),https://cdn.amelbasoluciones.co:8081/cnctulualive/index.m3u8,CNCTulua.co@SD,,,,https://i.imgur.com/NCzpcqm.png,General,1280x720,iptv-org-all.txt,1245,200,成功,h264,1280x720,59.94005994005994,有音频,1.271,1.0,0.0,1.0,80bcf9eab4361ad4,46.0,57,0.0,动态源
Dazn Ringside (1080p),https://aegis-cloudfront-1.tubi.video/bfad29e2-5bee-44f3-8256-127324e8b106/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,448,200,成功,h264,1920x1080,25.0,有音频,3.569,2.0,0.0,1.0,c7b9e2b8b985207a,45.0,57,0.0,动态源
Enterr 10 Bangla (720p) [Not 24/7],https://live-bangla.akamaized.net/liveabr/playlist.m3u8,Enterr10Bangla.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_ENTERR10_BANGLA/images/LOGO_HD/image.png,Entertainment,1280x720,iptv-org-all.txt,995,200,成功,h264,1280x720,25.0,有音频,8.173,1.0,0.0,1.0,c928d065babb9a59,54.0,57,0.0,动态源
Cibaeña TV (720p),https://streamunoapp.com:3958/live/cibaenatvlive.m3u8,CibaenaTV.do@SD,,,,https://i.imgur.com/iHjdckl.png,Entertainment,640x360,iptv-org-all.txt,1795,200,成功,h264,640x360,29.97002997002997,有音频,2.324,2.0,0.0,2.0,adadadadada14052,46.0,57,0.0,动态源
Cornerstone TV (720p),https://2-fss-1.themediacdn.com/pl_122/206280-3059514-1/playlist.m3u8,CornerstoneTV.us@SD,,,,https://i.imgur.com/d6ADcR5.png,Religious,1280x720,iptv-org-all.txt,1255,200,成功,h264,1280x720,59.94005994005994,有音频,0.384,2.0,2.0,2.0,96169c688d26f35b,37.0,57,0.0,动态源
Color Blind TV (1080p),https://streamer2.nexgen.bz/12-CBTV/index.m3u8,ColorBlindTV.bz@SD,,,,https://i.imgur.com/EvpZ1pM.jpg,Entertainment,1920x1080,iptv-org-all.txt,60,200,成功,h264,1920x1080,60.0,有音频,3.553,,,,,,0,0.0,待观察
Dossiers FBI,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f8edad922b10b000753bc37/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=8e057883-1f2c-11ef-86d8-5d587df108c6&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=a243842a-2a92-4ca0-bdea-73f35b29bf5c,DossiersFBI.us@France,,,,https://i.imgur.com/8Zx6dA7.png,Documentary,426x240,iptv-org-all.txt,225,200,成功,h264,426x240,30.0,有音频,0.853,2.0,1.0,5.0,cdc36763d91a303c,36.0,57,0.0,动态源
Escape TV,https://streams2.sofast.tv/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/4da91549-1762-4d60-b8b7-db07ef7ee64b/manifest.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,235,200,成功,h264,1920x1080,25.0,有音频,5.025,1.0,0.0,1.0,c41bcc2396cbb54b,48.0,57,0.0,动态源
Cinevault Classics (540p),https://gsn-cinevault-classics-1-us.roku.wurl.tv/playlist.m3u8,,,,,,Undefined,960x540,iptv-org-all.txt,1015,200,成功,h264,960x540,29.97002997002997,有音频,0.992,6.0,8.0,2.0,91913e6ec1d16a6e,22.0,57,0.0,待观察
CG Grandi Film (720p),https://cgentertainment-cgtv-1-it.rakuten.wurl.tv/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,1240,200,成功,h264,1280x720,29.97002997002997,有音频,1.141,6.0,7.0,2.0,94c96494b46d696f,23.0,57,0.0,待观察
CMT Equal Play,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f68f53eb1e5800007390bf8/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c280712-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=bd328c28-b23b-4f85-9b18-9d73786f7109,CMTEqualPlay.us@SD,,,,https://i.imgur.com/9ysjkkL.png,Music,426x240,iptv-org-all.txt,378,200,成功,h264,426x240,30.0,有音频,1.16,2.0,3.0,2.0,9b6474298b4eb559,36.0,57,0.0,动态源
DanceHits80,http://dancehits80.denvs.ru:8080/index.m3u8,DanceHits80.ru@SD,,,,https://i.imgur.com/uMw3kks.png,Music,768x432,iptv-org-all.txt,1047,200,成功,h264,768x432,25.0,有音频,1.365,2.0,6.0,2.0,c786db59989c2e64,23.0,48,0.0,动态源
DD Rajasthan (720p),https://cdn-1.pishow.tv/live/34/master.m3u8,DDRajasthan.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DD_RAJASTHAN/images/LOGO_HD/image.png,General,424x240,iptv-org-all.txt,229,200,成功,h264,424x240,25.0,有音频,10.621,1.0,0.0,1.0,e8d61d292d235f49,53.0,57,0.0,动态源
City of Oakland (KTOP) (480p),https://cdn3.wowza.com/5/cHYzekYzM2kvTVFH/oakland/G0219_002/playlist.m3u8,KTOP.us@SD,,,,https://i.imgur.com/duM548G.png,Legislative,720x480,iptv-org-all.txt,356,200,成功,h264,720x480,25.0,有音频,0.994,1.0,7.0,2.0,b6f4490b3d915a36,26.0,57,0.0,动态源
Ebony TV (1080p),https://aegis-cloudfront-1.tubi.video/a0ad4b53-ab3a-48dd-be12-bc7f533c372c/playlist.m3u8,,,,,,Undefined,1920x1080,iptv-org-all.txt,90,200,成功,h264,1920x1080,29.97002997002997,有音频,2.087,2.0,0.0,2.0,966c79c353acbe04,52.0,57,0.0,动态源
Comedy Central Animation,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64f8a949f5b5e4000862467c/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c79b862-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=954a470a-ef46-4375-9079-27408bd93898,ComedyCentralAnimation.us@SD,,,,https://i.imgur.com/uENch0P.png,Comedy,426x240,iptv-org-all.txt,158,200,成功,h264,426x240,30.0,有音频,1.086,2.0,1.0,2.0,8af9fa10631ab5b4,35.0,57,0.0,动态源
Court TV (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-courttv-tablo/playlist.m3u8,CourtTV.us@SD,,,,https://i.imgur.com/qkfe3o9.png,Documentary,426x240,iptv-org-all.txt,2652,200,成功,h264,426x240,29.97002997002997,有音频,2.311,2.0,0.0,2.0,d7dff82420d02dd4,53.0,57,0.0,动态源
Drake & Josh,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65a67c494a10d800085cab06/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc83cc77-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=473366bf-5387-4c31-a695-826199ad3433,,,,,,Undefined,426x240,iptv-org-all.txt,50,200,成功,h264,426x240,30.0,有音频,1.081,6.0,3.0,8.0,cdc36763d91a303c,31.0,57,0.0,动态源
Conexão TV (720p),https://5a57bda70564a.streamlock.net/conexaotv/conexaotv.sdp/playlist.m3u8,ConexaoTV.br@SD,,,,https://i.imgur.com/CJ9SPsZ.png,General,1280x720,iptv-org-all.txt,1434,200,成功,h264,1280x720,29.97002997002997,有音频,0.92,6.0,3.0,2.0,aeaaa49694d45eca,34.0,57,0.0,动态源
Degrassi,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5c6eeb85c05dfc257e5a50c4/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c287c45-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=e77a3a7d-8f76-4cbc-a288-db274c938959,Degrassi.us@US,,,,https://i.imgur.com/vhSzfDC.png,Series,426x240,iptv-org-all.txt,47,200,成功,h264,426x240,30.0,有音频,2.155,6.0,1.0,2.0,ac5852f7d585a992,38.0,57,0.0,动态源
CreaTV The Outlet Channel 30 (San Jose CA) (720p),https://reflect-creatv.cablecast.tv/live-16/live/live.m3u8,CreaTVChannel30.us@SD,,,,https://i.imgur.com/O5GXlmE.png,General,1280x720,iptv-org-all.txt,71,200,成功,h264,1280x720,30.0,有音频,0.593,2.0,0.0,1.0,ce6d6630e6732172,52.0,57,0.0,动态源
Comedy Central en Español,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5cf96dad1652631e36d43320/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c280717-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=970b3112-4df5-46fc-83e4-cefce01e5024,ComedyCentralenEspanol.us@SD,,,,https://i.imgur.com/6xTD3G8.png,Comedy,426x240,iptv-org-all.txt,56,200,成功,h264,426x240,30.0,有音频,0.7,2.0,2.0,2.0,df7f639b012c2684,38.0,57,0.0,动态源
Cherifla TV (360p),http://69.64.57.208/cherifla/playlist.m3u8,CheriflaTV.ml@SD,,,,https://i.imgur.com/V8nuoEW.png,General,600x480,iptv-org-all.txt,50,200,成功,h264,600x480,25.0,有音频,0.758,2.0,5.0,8.0,0000000000000000,24.0,57,0.0,动态源
Disney Junior East,https://fl1.moveonjoy.com/DISNEY_JR/index.m3u8,DisneyJunior.us@East,,,,https://i.postimg.cc/KvRqrLg2/disneyjunior.png,Kids,1280x720,iptv-org-all.txt,138,200,成功,h264,1280x720,59.94005994005994,有音频,2.843,1.0,0.0,2.0,89640afdd2a95dd2,42.0,54,0.0,动态源
Confess by Nosey,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/634ee8f95aa9870007248333/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c282e21-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=208899ab-374b-4527-88b2-3b59abb6d4d4,,,,,,Undefined,426x240,iptv-org-all.txt,66,200,成功,h264,426x240,30.0,有音频,0.817,6.0,2.0,4.0,c8363b2ee3e116a5,32.0,57,0.0,动态源
Ein Engel auf Erden,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/622f487722d9d400075f74dd/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc83cc78-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1776e082-3610-4453-a17b-ddae80758771,,,,,,Undefined,426x240,iptv-org-all.txt,43,200,成功,h264,426x240,30.0,有音频,1.253,1.0,2.0,2.0,938d4de613366d92,38.0,57,0.0,动态源
Dog The Bounty Hunter [Geo-blocked] (1080p),https://amg00276-amg00276c11-rakuten-uk-3446.playouts.now.amagi.tv/playlist/amg00276-aetelevisionnetworksfast-dogthebountyhunterall-rakutenuk/playlist.m3u8,DogtheBountyHunter.us@UK,,,,https://i.imgur.com/lMICupK.png,Series,1920x1080,iptv-org-all.txt,607,200,成功,h264,1920x1080,29.97002997002997,有音频,3.466,1.0,0.0,1.0,84d169c49bda5d39,51.0,54,0.0,动态源
El Camino TV (480p),https://5d32e2b9b7eed.streamlock.net:4443/ectv/ectv/playlist.m3u8,ElCaminoTV.sv@SD,,,,https://i.imgur.com/ZSktjGB.png,Religious,1280x720,iptv-org-all.txt,1370,200,成功,h264,1280x720,30.0,有音频,1.322,6.0,7.0,2.0,d406b16b4f496bca,19.0,45,0.0,待观察
Cotubanama TV (1080p),https://host.streamingnation.live/p/3588/hybrid/play.m3u8,CotubanamaTV.do@SD,,,,https://i.imgur.com/D6gAezp.png,General,1920x1080,iptv-org-all.txt,873,200,成功,h264,1920x1080,29.97002997002997,有音频,1.416,2.0,2.0,2.0,cbcad2f61405e9a9,33.0,57,0.0,动态源
De Ultimo Minuto TV,https://soportedvb.click:3620/live/deultimominutomedialive.m3u8,DeUltimoMinutoTV.do@SD,,,,https://i.imgur.com/6ML2z17.png,News,1920x1080,iptv-org-all.txt,1043,200,成功,h264,1920x1080,30.0,有音频,0.593,2.0,1.0,2.0,94276ad963ce19d2,34.0,51,0.0,动态源
DC.gov DKN (Washington DC) (1080p),https://video.oct.dc.gov/out/u/DKN.m3u8,DKN.us@SD,,,,https://i.imgur.com/DIau0GB.png,Education,1920x1080,iptv-org-all.txt,483,200,成功,h264,1920x1080,29.97002997002997,有音频,3.098,1.0,0.0,1.0,c0b5b4a725b04fcd,54.0,57,0.0,动态源
CJ OnStyle (540p),https://live-ch1.cjonstyle.net/cjmalllive/stream2/playlist.m3u8,CJOnStyle.kr@SD,,,,https://i.imgur.com/JiSfEBv.png,Shop,960x540,iptv-org-all.txt,2370,200,成功,h264,960x540,,有音频,4.656,1.0,0.0,1.0,f301d4806ceabb97,56.0,57,0.0,动态源
Dhamaka Movies B4U (576p),https://cdn-1.pishow.tv/live/235/master.m3u8,DhamakaMoviesB4U.in@SD,,,,https://www.lyngsat.com/logo/tv/dd/dhamaka-movies-b4u-in.png,Movies,424x240,iptv-org-all.txt,250,200,成功,h264,424x240,25.0,有音频,11.102,1.0,1.0,2.0,e11f1e616ce3123b,49.0,51,0.0,动态源
CVR Health (576p),https://cdn-6.pishow.tv/live/395/master.m3u8,CVRHealth.in@SD,,,,https://i.imgur.com/bCyW32I.png,Lifestyle,424x240,iptv-org-all.txt,229,200,成功,h264,424x240,25.0,有音频,10.907,1.0,0.0,1.0,81193fe44e3e9758,56.0,57,0.0,动态源
